customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-02713,Male,0,No,No,67,Yes,DSL,No,Yes,No,Month-to-month,Mailed check,26.58,1888.45,0
CUST-02714,Male,0,No,No,67,No,No,Yes,No,No,Month-to-month,Bank transfer,89.26,6326.03,0
CUST-02715,Female,0,Yes,Yes,28,Yes,No,No,No internet,No,Month-to-month,Bank transfer,77.19,2273.71,1
CUST-02716,Female,0,No,Yes,44,Yes,No,No,Yes,No,Month-to-month,Bank transfer,110.75,4725.83,0
CUST-02717,Male,0,Yes,No,41,Yes,DSL,No,No internet,Yes,Month-to-month,Credit card,32.25,1310.05,0
CUST-02718,Female,0,Yes,No,63,Yes,No,Yes,No internet,No internet,Month-to-month,Bank transfer,73.4,4712.03,0
CUST-02719,Male,0,Yes,No,23,Yes,Fiber optic,No,No,No internet,Two year,Mailed check,107.95,2718.19,0
CUST-02720,Female,0,No,Yes,48,Yes,Fiber optic,No,No internet,No internet,Month-to-month,Electronic check,61.0,2827.01,0
CUST-02721,Female,1,No,No,32,Yes,DSL,Yes,Yes,Yes,One year,Electronic check,68.2,2367.09,0
CUST-02722,Male,0,Yes,No,57,Yes,DSL,Yes,No,Yes,Month-to-month,Mailed check,27.05,1470.73,0
CUST-02723,Female,0,Yes,No,33,Yes,No,No internet,No,No internet,Month-to-month,Credit card,47.81,1732.06,0
CUST-02724,Male,0,Yes,No,24,Yes,Fiber optic,Yes,No,No internet,Month-to-month,Mailed check,52.45,1301.67,0
CUST-02725,Male,0,No,Yes,39,Yes,Fiber optic,No internet,No internet,Yes,Two year,Bank transfer,114.51,4433.3,0
CUST-02726,Male,0,Yes,Yes,34,Yes,No,No internet,No,Yes,One year,Credit card,48.27,1678.4,0
CUST-02727,Female,0,Yes,Yes,56,No,DSL,No,Yes,No,Month-to-month,Mailed check,66.09,3532.67,0
CUST-02728,Male,0,No,Yes,28,Yes,Fiber optic,No,Yes,No internet,One year,Credit card,87.13,2329.45,0
CUST-02729,Male,0,No,No,37,Yes,Fiber optic,No,No,No internet,Month-to-month,Electronic check,36.22,1236.56,1
CUST-02730,Male,0,Yes,No,7,Yes,DSL,No,No,No internet,Two year,Mailed check,68.64,443.39,0
CUST-02731,Male,0,Yes,Yes,68,Yes,DSL,No,No,No internet,Two year,Mailed check,93.85,6187.37,0
CUST-02732,Male,0,Yes,No,37,Yes,DSL,No,No internet,No internet,One year,Electronic check,106.69,4155.06,0
CUST-02733,Male,0,Yes,No,56,Yes,DSL,No,No,No,One year,Credit card,82.63,4727.2,0
CUST-02734,Female,1,No,No,65,No,Fiber optic,No internet,No,Yes,Two year,Electronic check,86.91,5200.14,0
CUST-02735,Male,0,Yes,Yes,65,Yes,No,No internet,No internet,No,One year,Credit card,32.63,2270.37,0
CUST-02736,Female,0,No,Yes,47,No,Fiber optic,No,No,No,One year,Mailed check,114.58,5494.44,1
CUST-02737,Female,0,No,Yes,20,Yes,DSL,No,No,No internet,Two year,Credit card,33.26,726.51,0
CUST-02738,Male,0,Yes,No,19,Yes,DSL,No internet,Yes,No,One year,Credit card,97.47,1914.96,0
CUST-02739,Female,0,No,No,29,No,No,No internet,Yes,No,One year,Bank transfer,46.48,1260.35,0
CUST-02740,Female,0,Yes,No,60,Yes,No,Yes,Yes,No internet,Two year,Bank transfer,113.36,6765.94,0
CUST-02741,Male,0,No,Yes,18,Yes,DSL,Yes,No internet,No,One year,Bank transfer,92.0,1705.18,0
CUST-02742,Female,1,Yes,Yes,35,Yes,DSL,No,Yes,No,One year,Electronic check,95.38,3023.34,1
CUST-02743,Male,0,No,Yes,43,No,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,41.91,1627.29,0
CUST-02744,Female,0,No,Yes,11,Yes,Fiber optic,No,No,No internet,Month-to-month,Bank transfer,64.3,654.88,0
CUST-02745,Male,0,Yes,No,49,Yes,Fiber optic,No internet,No internet,No internet,Month-to-month,Mailed check,81.78,3808.19,0
CUST-02746,Female,0,No,No,38,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,97.0,3634.06,0
CUST-02747,Male,0,No,Yes,64,Yes,Fiber optic,No,No,No internet,Month-to-month,Mailed check,30.4,1940.71,0
CUST-02748,Male,1,No,Yes,69,Yes,No,No,No internet,Yes,Two year,Electronic check,116.24,7439.92,0
CUST-02749,Female,1,No,No,8,No,DSL,Yes,No internet,No,One year,Credit card,109.02,902.41,0
CUST-02750,Male,0,No,No,34,Yes,No,Yes,No,Yes,One year,Electronic check,47.03,1629.77,0
CUST-02751,Male,1,No,Yes,48,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer,102.28,4707.63,0
CUST-02752,Female,0,No,Yes,56,Yes,Fiber optic,No internet,No,No,Two year,Credit card,71.83,3631.22,0
CUST-02753,Male,0,No,Yes,65,Yes,Fiber optic,Yes,No internet,No internet,One year,Mailed check,66.18,3938.33,0
CUST-02754,Male,0,No,No,31,Yes,Fiber optic,No,No,No internet,One year,Electronic check,51.44,1560.1,1
CUST-02755,Female,0,Yes,No,4,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,78.1,290.78,1
CUST-02756,Female,0,No,No,50,Yes,Fiber optic,No internet,Yes,Yes,Month-to-month,Bank transfer,92.99,4534.95,1
CUST-02757,Female,0,No,No,69,Yes,DSL,No internet,Yes,No,One year,Mailed check,61.09,4323.27,0
CUST-02758,Female,0,Yes,No,30,No,Fiber optic,No internet,Yes,No,One year,Electronic check,82.92,2511.1,0
CUST-02759,Female,0,No,Yes,59,Yes,Fiber optic,No internet,Yes,No,Two year,Electronic check,89.93,5020.6,0
CUST-02760,Female,1,No,Yes,67,Yes,DSL,No,Yes,Yes,Two year,Credit card,91.11,5913.7,0
CUST-02761,Male,0,Yes,Yes,45,No,No,No internet,No,No internet,Two year,Electronic check,25.2,1159.86,0
CUST-02762,Female,0,No,Yes,4,Yes,DSL,No,No,No internet,One year,Credit card,105.97,454.47,0
CUST-02763,Female,0,Yes,Yes,26,Yes,Fiber optic,No internet,No internet,Yes,Two year,Electronic check,65.83,1798.26,0
CUST-02764,Female,0,Yes,No,27,Yes,DSL,No,No internet,No internet,Two year,Mailed check,46.24,1261.81,0
CUST-02765,Male,0,No,Yes,46,Yes,Fiber optic,No internet,No internet,No,Month-to-month,Bank transfer,44.18,1976.31,0
CUST-02766,Male,0,Yes,Yes,64,Yes,DSL,No,No,No internet,Month-to-month,Mailed check,68.3,4253.22,0
CUST-02767,Male,0,Yes,Yes,51,Yes,Fiber optic,Yes,Yes,No internet,Month-to-month,Bank transfer,108.68,5963.28,0
CUST-02768,Female,0,No,No,50,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,57.83,2625.04,1
CUST-02769,Male,0,No,Yes,6,Yes,DSL,No,No,Yes,Month-to-month,Mailed check,94.97,625.43,0
CUST-02770,Male,0,Yes,No,59,Yes,Fiber optic,No internet,No internet,No,Month-to-month,Credit card,29.68,1808.69,1
CUST-02771,Male,0,No,Yes,15,Yes,Fiber optic,No internet,No internet,No,One year,Bank transfer,67.61,1050.89,0
CUST-02772,Male,1,Yes,Yes,30,Yes,DSL,Yes,No internet,No internet,Month-to-month,Bank transfer,119.17,3244.76,0
CUST-02773,Female,0,Yes,No,42,Yes,DSL,No internet,No internet,Yes,Month-to-month,Electronic check,97.04,4161.7,0
CUST-02774,Female,0,No,Yes,37,Yes,No,No,No,Yes,One year,Bank transfer,41.05,1514.23,0
CUST-02775,Female,0,Yes,Yes,42,Yes,DSL,No internet,No internet,No,Two year,Bank transfer,70.14,2713.61,0
CUST-02776,Female,0,No,No,35,Yes,No,No internet,Yes,No internet,Two year,Bank transfer,43.36,1450.19,0
CUST-02777,Female,0,No,Yes,6,Yes,Fiber optic,No,No,No internet,One year,Electronic check,60.96,394.31,0
CUST-02778,Female,0,No,No,68,Yes,DSL,Yes,Yes,Yes,Month-to-month,Mailed check,98.01,6731.31,1
CUST-02779,Male,0,No,No,18,Yes,Fiber optic,No internet,No,Yes,Month-to-month,Electronic check,97.12,1717.89,1
CUST-02780,Female,0,Yes,No,29,Yes,No,No internet,No,Yes,Month-to-month,Credit card,42.81,1135.39,0
CUST-02781,Female,0,No,No,59,Yes,Fiber optic,No,No internet,Yes,Month-to-month,Bank transfer,112.22,6904.52,1
CUST-02782,Female,0,No,No,47,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Bank transfer,79.26,3876.35,1
CUST-02783,Female,1,No,Yes,17,Yes,Fiber optic,Yes,No,No,Two year,Mailed check,57.99,1008.32,0
CUST-02784,Female,0,Yes,Yes,22,Yes,No,No internet,Yes,Yes,Month-to-month,Bank transfer,70.19,1547.35,1
CUST-02785,Male,0,No,Yes,68,Yes,Fiber optic,No,No,No internet,Month-to-month,Mailed check,80.51,5402.18,1
CUST-02786,Male,0,Yes,No,69,No,DSL,No internet,No,No,Month-to-month,Bank transfer,75.99,5341.12,0
CUST-02787,Male,0,Yes,Yes,37,Yes,DSL,No,No,Yes,One year,Bank transfer,68.64,2404.26,0
CUST-02788,Male,0,Yes,No,49,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,70.49,3758.83,1
CUST-02789,Male,0,Yes,Yes,13,Yes,DSL,No internet,No,No internet,Month-to-month,Electronic check,37.64,498.01,1
CUST-02790,Female,0,No,No,34,Yes,DSL,No,Yes,No internet,Month-to-month,Credit card,101.27,3313.16,1
CUST-02791,Male,0,No,No,53,Yes,Fiber optic,No internet,Yes,Yes,Month-to-month,Mailed check,74.18,3891.97,0
CUST-02792,Male,0,Yes,Yes,51,Yes,DSL,Yes,No internet,No,Month-to-month,Credit card,33.11,1791.85,0
CUST-02793,Female,0,Yes,Yes,3,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Electronic check,96.62,270.24,1
CUST-02794,Male,0,No,Yes,42,No,Fiber optic,No internet,No,No internet,Month-to-month,Mailed check,113.24,4559.02,1
CUST-02795,Male,0,Yes,No,32,Yes,DSL,Yes,No,No,One year,Electronic check,114.73,3803.17,0
CUST-02796,Female,1,Yes,Yes,51,No,DSL,Yes,No,No,One year,Mailed check,56.9,2794.81,0
CUST-02797,Female,0,Yes,No,46,Yes,DSL,Yes,No,No,One year,Bank transfer,33.55,1633.58,0
CUST-02798,Female,1,No,Yes,21,Yes,DSL,Yes,Yes,Yes,Month-to-month,Credit card,71.84,1397.14,1
CUST-02799,Male,0,Yes,No,44,Yes,No,No,No internet,Yes,Month-to-month,Credit card,31.26,1447.7,0
CUST-02800,Male,0,Yes,No,11,Yes,Fiber optic,No internet,Yes,No,Month-to-month,Mailed check,113.4,1139.71,1
CUST-02801,Male,1,Yes,Yes,68,Yes,DSL,No internet,No,Yes,Month-to-month,Credit card,38.36,2354.2,0
CUST-02802,Female,1,No,Yes,1,Yes,Fiber optic,Yes,Yes,No internet,Month-to-month,Electronic check,45.28,48.89,1
CUST-02803,Male,0,Yes,Yes,63,Yes,DSL,No internet,No internet,No,Month-to-month,Credit card,60.66,3883.75,0
CUST-02804,Male,0,No,No,24,Yes,Fiber optic,No internet,No internet,No,One year,Mailed check,58.32,1358.2,1
CUST-02805,Male,0,No,No,13,Yes,Fiber optic,No internet,No internet,No internet,Two year,Credit card,99.47,1223.95,0
CUST-02806,Male,0,No,Yes,11,Yes,Fiber optic,No,No internet,No,One year,Credit card,65.63,738.81,0
CUST-02807,Female,0,No,Yes,51,Yes,DSL,Yes,No internet,No,Month-to-month,Electronic check,37.08,1894.48,1
CUST-02808,Female,0,Yes,Yes,17,Yes,DSL,No internet,Yes,No,One year,Bank transfer,46.72,872.33,0
CUST-02809,Female,0,Yes,No,24,No,Fiber optic,No,No internet,No internet,Month-to-month,Electronic check,70.91,1866.31,1
CUST-02810,Female,0,No,No,19,Yes,No,Yes,No internet,Yes,One year,Credit card,34.75,678.08,0
CUST-02811,Male,1,Yes,Yes,37,Yes,No,No,No,Yes,Month-to-month,Credit card,81.17,2968.97,1
CUST-02812,Female,0,Yes,Yes,8,Yes,DSL,No,No internet,No,Month-to-month,Bank transfer,76.57,611.47,1
CUST-02813,Male,0,No,No,28,Yes,Fiber optic,No,Yes,Yes,Two year,Bank transfer,91.47,2654.63,0
CUST-02814,Female,1,No,No,5,Yes,Fiber optic,No internet,No,No,One year,Electronic check,113.77,523.52,0
CUST-02815,Female,0,Yes,Yes,17,No,No,Yes,Yes,No internet,Month-to-month,Bank transfer,111.23,1826.0,0
CUST-02816,Male,0,Yes,Yes,36,Yes,DSL,Yes,No,No internet,Month-to-month,Electronic check,114.61,3775.48,0
CUST-02817,Male,0,Yes,Yes,19,Yes,Fiber optic,No internet,No internet,No,Month-to-month,Mailed check,44.47,772.83,0
CUST-02818,Female,0,Yes,No,64,Yes,DSL,Yes,Yes,No,Two year,Credit card,33.16,1993.14,0
CUST-02819,Male,0,No,Yes,11,Yes,Fiber optic,Yes,No,No,One year,Bank transfer,50.23,550.9,0
CUST-02820,Female,0,No,No,54,Yes,Fiber optic,No,Yes,Yes,Two year,Mailed check,109.51,6250.34,0
CUST-02821,Male,0,No,Yes,45,Yes,Fiber optic,No internet,No,No internet,Month-to-month,Mailed check,117.21,5259.15,1
CUST-02822,Female,0,Yes,Yes,47,Yes,No,No,No internet,No,One year,Electronic check,105.93,4814.89,0
CUST-02823,Female,0,No,Yes,12,Yes,Fiber optic,Yes,Yes,Yes,One year,Electronic check,31.0,340.93,0
CUST-02824,Female,0,Yes,Yes,21,No,Fiber optic,Yes,Yes,No,Month-to-month,Bank transfer,114.74,2433.78,1
CUST-02825,Female,0,No,Yes,11,Yes,DSL,No internet,Yes,No internet,Month-to-month,Electronic check,62.34,654.37,1
CUST-02826,Male,0,Yes,Yes,5,Yes,Fiber optic,No,No internet,No internet,One year,Mailed check,20.93,107.06,0
CUST-02827,Male,0,Yes,No,56,Yes,Fiber optic,No,No internet,No internet,One year,Mailed check,64.24,3940.77,0
CUST-02828,Female,0,No,No,20,Yes,DSL,No,No,No,One year,Credit card,24.61,453.94,0
CUST-02829,Female,0,No,Yes,41,Yes,No,No internet,Yes,No internet,One year,Mailed check,74.39,2874.39,0
CUST-02830,Female,0,Yes,No,46,Yes,DSL,No,No,No,One year,Bank transfer,53.86,2464.23,0
CUST-02831,Male,0,Yes,No,12,Yes,Fiber optic,No,No,Yes,One year,Credit card,67.34,883.82,0
CUST-02832,Female,0,No,No,70,No,No,Yes,No internet,Yes,Month-to-month,Electronic check,81.32,6001.85,0
CUST-02833,Male,0,Yes,No,17,Yes,No,Yes,Yes,Yes,Month-to-month,Credit card,106.88,1961.67,0
CUST-02834,Male,0,Yes,Yes,19,Yes,Fiber optic,No,No internet,No,One year,Mailed check,86.19,1583.15,1
CUST-02835,Female,0,Yes,Yes,26,No,DSL,No,Yes,No internet,Two year,Bank transfer,63.4,1810.62,0
CUST-02836,Male,0,No,Yes,48,Yes,No,Yes,No,No internet,Month-to-month,Electronic check,101.94,4504.44,0
CUST-02837,Female,0,Yes,Yes,52,Yes,DSL,No internet,No internet,No,Month-to-month,Electronic check,110.56,5235.12,0
CUST-02838,Female,0,Yes,Yes,70,Yes,No,Yes,No internet,Yes,Month-to-month,Mailed check,31.98,2397.81,1
CUST-02839,Male,1,Yes,No,55,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Bank transfer,73.19,4369.44,0
CUST-02840,Male,0,No,No,33,Yes,Fiber optic,No internet,No,No,Month-to-month,Mailed check,48.45,1467.93,1
CUST-02841,Female,0,No,Yes,62,Yes,DSL,No,No internet,No internet,One year,Mailed check,24.71,1413.57,0
CUST-02842,Male,1,No,Yes,23,Yes,Fiber optic,No,No,No internet,Month-to-month,Bank transfer,86.85,1811.05,1
CUST-02843,Male,0,Yes,Yes,15,Yes,No,No,No internet,No internet,One year,Mailed check,106.28,1468.1,0
CUST-02844,Male,0,Yes,Yes,27,Yes,No,No internet,No internet,No internet,Two year,Bank transfer,36.29,922.89,0
CUST-02845,Female,0,Yes,No,64,Yes,DSL,No,No internet,Yes,Two year,Bank transfer,101.24,7088.52,0
CUST-02846,Female,0,Yes,No,51,Yes,No,No internet,No,No internet,Month-to-month,Mailed check,105.34,5552.7,0
CUST-02847,Male,0,Yes,No,53,Yes,DSL,Yes,No,No,One year,Mailed check,111.43,6234.81,0
CUST-02848,Female,0,Yes,No,51,Yes,Fiber optic,No internet,No,No internet,Month-to-month,Credit card,46.53,2504.09,1
CUST-02849,Female,0,No,Yes,47,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,110.4,5225.2,1
CUST-02850,Male,0,Yes,Yes,4,Yes,DSL,No,No,No internet,One year,Electronic check,52.07,220.67,1
CUST-02851,Male,0,No,Yes,7,Yes,DSL,Yes,No,No internet,One year,Bank transfer,75.23,536.7,0
CUST-02852,Male,0,Yes,No,35,Yes,Fiber optic,Yes,No,No,Month-to-month,Credit card,25.05,844.23,1
CUST-02853,Female,0,Yes,Yes,48,Yes,Fiber optic,Yes,Yes,No internet,Two year,Bank transfer,24.39,1185.03,0
CUST-02854,Female,0,No,Yes,72,Yes,DSL,No internet,No,No internet,Two year,Credit card,92.04,6671.29,0
CUST-02855,Male,0,No,Yes,45,Yes,Fiber optic,No internet,No,No,One year,Bank transfer,64.45,3087.87,0
CUST-02856,Female,0,Yes,No,72,Yes,No,No internet,Yes,No,One year,Electronic check,45.63,3601.89,0
CUST-02857,Female,0,Yes,Yes,19,No,Fiber optic,No internet,Yes,No,Month-to-month,Credit card,39.04,728.56,1
CUST-02858,Female,0,Yes,No,63,Yes,DSL,Yes,No,No,One year,Mailed check,87.0,5769.73,0
CUST-02859,Male,0,No,No,38,No,DSL,No,No,Yes,Month-to-month,Mailed check,20.04,700.56,0
CUST-02860,Female,0,Yes,No,67,Yes,Fiber optic,No,No,No internet,Two year,Electronic check,100.59,7112.67,0
CUST-02861,Female,0,Yes,Yes,59,Yes,Fiber optic,No internet,Yes,No internet,Month-to-month,Credit card,27.92,1604.92,1
CUST-02862,Male,0,No,Yes,69,Yes,Fiber optic,Yes,No internet,Yes,Month-to-month,Mailed check,39.15,2452.5,0
CUST-02863,Female,0,No,Yes,13,Yes,No,Yes,No internet,No,One year,Mailed check,58.62,741.22,0
CUST-02864,Female,0,Yes,No,47,Yes,Fiber optic,Yes,No internet,No internet,Month-to-month,Mailed check,68.49,3290.26,1
CUST-02865,Male,0,Yes,No,61,Yes,DSL,No,No internet,No,Month-to-month,Electronic check,55.5,3127.69,1
CUST-02866,Female,0,No,Yes,31,Yes,No,No,No internet,No,Month-to-month,Bank transfer,52.07,1751.06,1
CUST-02867,Male,0,Yes,No,22,Yes,Fiber optic,No internet,No,Yes,Two year,Mailed check,116.39,2344.3,0
CUST-02868,Female,1,No,No,43,Yes,Fiber optic,No,No internet,Yes,Month-to-month,Mailed check,84.16,3930.11,1
CUST-02869,Female,0,No,Yes,67,No,No,Yes,No,No,Month-to-month,Bank transfer,22.34,1558.79,0
CUST-02870,Male,0,Yes,Yes,54,Yes,No,No,Yes,No internet,Month-to-month,Mailed check,63.02,3287.18,0
CUST-02871,Male,0,No,No,10,Yes,Fiber optic,No,Yes,No,Month-to-month,Credit card,107.5,1051.51,1
CUST-02872,Male,0,No,Yes,42,Yes,DSL,No,No internet,No internet,Month-to-month,Mailed check,50.15,2207.74,1
CUST-02873,Female,0,Yes,Yes,64,Yes,No,No internet,Yes,No,One year,Bank transfer,29.46,1923.7,0
CUST-02874,Female,0,No,No,21,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,95.84,2081.73,0
CUST-02875,Male,0,No,No,66,Yes,Fiber optic,No internet,No internet,No internet,Month-to-month,Electronic check,80.6,5201.68,0
CUST-02876,Male,0,Yes,No,41,Yes,Fiber optic,No,No internet,Yes,Month-to-month,Credit card,77.03,3150.53,0
CUST-02877,Male,0,Yes,Yes,24,Yes,Fiber optic,No internet,No,Yes,Month-to-month,Mailed check,25.36,668.27,0
CUST-02878,Female,1,No,Yes,35,Yes,No,Yes,No,No,Month-to-month,Mailed check,34.05,1123.56,1
CUST-02879,Female,0,Yes,No,56,Yes,Fiber optic,Yes,No,No internet,One year,Bank transfer,82.25,4530.33,0
CUST-02880,Male,0,No,No,30,Yes,No,Yes,No internet,Yes,Month-to-month,Bank transfer,40.78,1172.46,0
CUST-02881,Female,0,No,Yes,57,Yes,No,No internet,Yes,No internet,Month-to-month,Credit card,70.41,4226.17,0
CUST-02882,Female,0,No,No,47,Yes,No,Yes,Yes,Yes,One year,Credit card,74.49,3685.89,0
CUST-02883,Female,0,Yes,Yes,35,Yes,Fiber optic,No internet,Yes,No internet,Month-to-month,Mailed check,48.35,1622.0,1
CUST-02884,Male,0,No,No,19,Yes,No,No internet,Yes,No,One year,Mailed check,114.84,1999.28,0
CUST-02885,Female,1,No,Yes,8,Yes,Fiber optic,No internet,No internet,No internet,Month-to-month,Credit card,104.25,752.51,1
CUST-02886,Male,0,Yes,Yes,26,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,92.24,2363.44,0
CUST-02887,Male,0,Yes,Yes,71,Yes,No,No internet,Yes,Yes,Two year,Electronic check,27.8,1938.4,0
CUST-02888,Male,0,Yes,Yes,30,Yes,Fiber optic,No,No internet,No internet,Month-to-month,Electronic check,30.61,1008.0,1
CUST-02889,Male,0,Yes,No,7,Yes,DSL,Yes,No internet,Yes,Two year,Electronic check,69.28,482.03,0
CUST-02890,Male,0,No,No,67,Yes,DSL,No,Yes,Yes,One year,Credit card,36.07,2298.96,0
CUST-02891,Male,0,Yes,Yes,65,Yes,DSL,Yes,No,No,One year,Bank transfer,117.83,8258.23,0
CUST-02892,Female,0,Yes,Yes,36,Yes,Fiber optic,No internet,No,No internet,Two year,Electronic check,35.85,1288.29,0
CUST-02893,Male,0,No,Yes,25,Yes,Fiber optic,No internet,No internet,No,Two year,Credit card,68.75,1752.84,0
CUST-02894,Female,0,No,No,37,Yes,DSL,No internet,No,No internet,One year,Electronic check,56.41,1918.39,0
CUST-02895,Female,0,Yes,No,1,Yes,No,Yes,No internet,Yes,One year,Mailed check,83.94,81.97,0
CUST-02896,Female,0,Yes,No,15,Yes,DSL,Yes,No,Yes,Month-to-month,Electronic check,32.9,537.34,0
CUST-02897,Female,0,Yes,No,37,Yes,Fiber optic,No internet,Yes,No internet,Month-to-month,Credit card,63.03,2373.86,0
CUST-02898,Male,1,Yes,Yes,13,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Mailed check,47.47,597.92,1
CUST-02899,Female,0,No,No,8,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Mailed check,108.78,892.11,0
CUST-02900,Male,0,Yes,Yes,5,Yes,Fiber optic,No internet,Yes,No,Two year,Electronic check,24.06,130.17,1
CUST-02901,Male,0,No,No,60,Yes,DSL,No,No internet,Yes,Month-to-month,Electronic check,111.37,6380.15,1
CUST-02902,Female,0,No,No,1,Yes,No,No,Yes,Yes,Month-to-month,Mailed check,103.3,103.41,0
CUST-02903,Male,1,Yes,No,36,Yes,DSL,Yes,No internet,Yes,One year,Bank transfer,49.76,1955.7,0
CUST-02904,Female,0,No,No,35,Yes,No,No,Yes,No internet,Month-to-month,Credit card,98.93,3235.68,0
CUST-02905,Male,0,Yes,No,66,No,Fiber optic,No internet,Yes,Yes,Month-to-month,Credit card,23.12,1592.96,0
CUST-02906,Male,0,Yes,Yes,63,Yes,Fiber optic,No,Yes,No,One year,Credit card,116.69,7519.79,0
CUST-02907,Male,1,Yes,Yes,23,Yes,Fiber optic,Yes,No,No,One year,Credit card,72.66,1731.23,0
CUST-02908,Female,1,Yes,Yes,9,Yes,DSL,Yes,No,No,One year,Credit card,50.33,439.49,0
CUST-02909,Female,1,No,No,34,Yes,Fiber optic,No internet,Yes,No,Month-to-month,Mailed check,56.26,1841.64,0
CUST-02910,Male,0,Yes,No,46,Yes,No,No internet,No internet,Yes,Month-to-month,Credit card,26.64,1270.59,0
CUST-02911,Male,0,No,Yes,4,Yes,DSL,No internet,Yes,No,One year,Bank transfer,118.93,448.66,0
CUST-02912,Female,0,Yes,No,30,Yes,Fiber optic,No internet,No internet,No internet,Month-to-month,Bank transfer,23.93,706.36,0
CUST-02913,Male,0,No,No,72,Yes,Fiber optic,No internet,Yes,No internet,One year,Electronic check,85.49,5771.41,0
CUST-02914,Female,0,No,Yes,3,Yes,Fiber optic,No,Yes,Yes,Two year,Electronic check,64.27,173.85,0
CUST-02915,Female,0,Yes,No,14,Yes,DSL,No,No internet,No internet,Month-to-month,Electronic check,114.89,1759.67,0
CUST-02916,Female,0,Yes,No,60,Yes,Fiber optic,Yes,No internet,No internet,Month-to-month,Electronic check,44.6,2639.45,1
CUST-02917,Female,0,No,Yes,45,Yes,No,No,No,Yes,Month-to-month,Mailed check,73.21,3603.7,1
CUST-02918,Male,1,No,No,34,Yes,DSL,No internet,No internet,Yes,One year,Bank transfer,68.24,2153.26,0
CUST-02919,Female,0,No,No,45,Yes,Fiber optic,No internet,Yes,No,Month-to-month,Mailed check,90.29,4134.05,1
CUST-02920,Female,0,Yes,Yes,61,Yes,Fiber optic,Yes,No internet,No,Month-to-month,Bank transfer,26.8,1537.03,0
CUST-02921,Female,0,Yes,Yes,16,Yes,Fiber optic,No internet,No,Yes,Two year,Mailed check,39.38,666.63,0
CUST-02922,Female,0,Yes,No,66,Yes,Fiber optic,Yes,Yes,No internet,Month-to-month,Bank transfer,41.46,2891.62,0
CUST-02923,Male,0,Yes,Yes,40,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,93.82,3462.04,0
CUST-02924,Female,1,No,No,17,Yes,DSL,No,Yes,No,One year,Bank transfer,38.91,715.98,0
CUST-02925,Male,0,No,No,34,Yes,No,No,No internet,Yes,Month-to-month,Electronic check,77.35,2469.28,0
CUST-02926,Female,1,No,No,16,Yes,No,Yes,Yes,Yes,One year,Bank transfer,41.52,679.33,0
CUST-02927,Female,1,No,No,60,Yes,DSL,No internet,Yes,No internet,One year,Mailed check,106.16,6988.26,0
CUST-02928,Male,0,No,Yes,66,Yes,Fiber optic,Yes,No internet,Yes,Month-to-month,Credit card,114.22,8115.06,0
CUST-02929,Female,1,Yes,Yes,66,Yes,Fiber optic,No,Yes,No,Two year,Bank transfer,71.85,5175.11,0
CUST-02930,Male,1,Yes,Yes,13,Yes,No,Yes,No internet,Yes,Month-to-month,Mailed check,55.23,695.39,0
CUST-02931,Female,1,No,Yes,56,Yes,No,No internet,No internet,No internet,Two year,Credit card,43.41,2239.19,0
CUST-02932,Male,1,Yes,No,31,No,No,Yes,No,Yes,Month-to-month,Mailed check,24.98,726.11,1
CUST-02933,Male,0,Yes,Yes,34,Yes,DSL,No,Yes,No internet,Month-to-month,Credit card,46.85,1593.06,1
CUST-02934,Male,0,Yes,No,39,Yes,No,No internet,No internet,Yes,Month-to-month,Electronic check,85.42,3526.75,1
CUST-02935,Male,0,Yes,No,67,Yes,No,No,No,No internet,Month-to-month,Bank transfer,73.36,4571.21,0
CUST-02936,Male,1,Yes,No,8,Yes,Fiber optic,No internet,No internet,Yes,One year,Mailed check,114.4,944.44,1
CUST-02937,Female,0,No,No,55,No,Fiber optic,No internet,Yes,Yes,One year,Bank transfer,59.63,3163.93,0
CUST-02938,Male,0,No,No,27,No,Fiber optic,No,No,Yes,One year,Electronic check,89.39,2336.88,0
CUST-02939,Male,0,Yes,Yes,53,Yes,Fiber optic,No,No internet,Yes,Month-to-month,Electronic check,68.93,3771.6,0
CUST-02940,Female,0,No,No,39,Yes,DSL,No,No,Yes,Month-to-month,Bank transfer,71.26,2760.8,0
CUST-02941,Male,0,No,Yes,65,Yes,DSL,Yes,Yes,No,One year,Mailed check,46.78,3230.46,0
